4.273644449372121	5.28495727e-04	9.12713937e-04	-9.59234071e-04	2.63675593e-03	2.76215562e-03	-1.83870005e-04	2.79864965e-02	-5.91746945e-02	0	-3.65377848e-02	-3.59031267e+00	2.11232921e-02	0	-1.35512650e-03	2.12433837e-02	5.93029726e-02	-7.51208765e-03	
4.0490803001968345	3.61291124e-04	2.44514443e-04	-2.98187590e-04	0	-9.34984982e-05	0	-1.17787857e-02	2.12784561e-02	1.10801253e-02	-5.30548186e-02	9.99400358e-01	7.70058575e-03	0	-1.98154214e-03	-5.22620137e-03	-9.84515230e-03	-3.27255637e-03	
5.875566271812602	0.00116817	0.00125446	-0.00210078	0	0.00142049	0	0.01221081	-0.06834913	0	-0.00740206	-0.00994147	0.01824679	0.04485934	-0.00058249	0.02206153	0.07477737	-0.00850057	
-1.2197914929910714	0	5.39188977e-04	-7.16239488e-04	0	9.94332772e-04	-1.29723014e-03	2.96387837e-02	-5.03593654e-02	0	3.40715389e-02	8.94212438e+00	-1.99683836e-02	0	1.82304180e-04	1.19592402e-02	5.77225201e-02	-1.03098350e-03	
0.0579492171667233	-5.45455834e-03	-1.71457378e-03	4.95625781e-03	6.32645699e-03	2.28409716e-03	-6.92792417e-03	-7.18703105e-03	-3.19175153e-02	0	-3.33183627e-02	-8.01138498e+00	-4.19333581e-02	3.81392007e-02	4.07012008e-04	9.75367810e-03	1.75053393e-02	9.29693025e-04	
-6.493589169213871	2.84485918e-02	4.27662279e-03	-2.76942766e-02	-4.14770877e-02	-5.21004851e-03	3.00908968e-02	6.60700747e-03	-6.95011904e-04	-1.92601384e-02	-1.69753517e-02	1.94907345e+00	-8.52751562e-02	6.85874587e-02	9.89870641e-04	-1.96275412e-03	-4.05722931e-02	9.68552382e-03	
-5.707539434952532	0	0	0	0	0	0	2.17466857e-02	-2.67666599e-02	1.13144475e-02	-9.55620935e-02	1.30742408e+01	-7.05171793e-02	7.03974995e-02	6.23656432e-04	3.65641994e-03	-4.29706221e-02	4.23869643e-03	
-25.168608967448137	0	0	0	0	0	0	4.14573414e-03	-4.39524194e-02	8.00989442e-03	2.44658852e-02	1.99539596e+01	-2.13069067e-02	3.84217414e-02	-3.15848165e-04	7.64291839e-03	1.40144707e-02	2.20020918e-02	
-13.303308820144151	0	0	0	0	0	0	5.19298645e-03	-5.49753090e-02	1.73087333e-03	-1.99316973e-01	3.52383915e+00	-1.83246302e-02	1.37856567e-02	3.29645204e-04	1.03778346e-02	3.98881652e-02	1.21617619e-02	
-11.708701135458048	0	0	0	0	0	0	2.92463028e-03	-1.16778045e-02	5.92746968e-04	-1.81269001e-01	-2.21394053e+00	1.53965314e-02	1.09222679e-02	-1.94679971e-04	2.29202333e-03	4.28289563e-03	1.21408568e-02	
-1.7392905281922433	0	0	0	0	0	0	3.55687855e-03	-2.99011744e-02	5.09215291e-04	-1.54869561e-01	8.32903490e-01	-5.22657291e-03	-1.20007878e-03	-5.54861265e-05	5.50433410e-03	2.05079226e-02	1.42566447e-03	
-1.2567157352313112	0	0	0	0	0	0	-1.75870514e-03	-8.80305009e-04	2.39699203e-03	-2.13507836e-02	3.41512050e+00	1.24707724e-03	-3.62868621e-03	-1.34557204e-04	1.77045202e-04	-1.03461259e-03	7.47775268e-04	
-0.010097451152768305	0	0	0	0	0	0	-1.58411838e-03	-2.74294866e-03	2.01121325e-03	-1.41401054e-02	2.03577720e+00	3.33055437e-03	3.59553341e-04	-5.06628103e-05	6.17346694e-04	9.04191639e-04	-3.76476416e-04	
0.24777482782826088	0	0	0	0	0	0	9.37110061e-04	-5.32053964e-04	1.27571676e-03	1.85432999e-03	3.24859507e-01	9.87892397e-04	-6.25722578e-03	-1.70199387e-05	4.02696790e-04	6.12928558e-04	-3.16189564e-04	
-0.33583728954548975	0	0	0	0	0	0	2.39495943e-04	-1.82749611e-03	8.40453219e-04	1.88546623e-02	1.04821755e+00	2.04980127e-03	-1.05878386e-02	-3.35478242e-05	5.53669873e-04	3.59223736e-03	1.96724743e-04	
1.0964705863131412	0	0	0	0	0	0	3.36961844e-04	-4.02339554e-03	1.22877288e-03	-1.94062889e-03	1.73403614e+00	2.50769090e-05	-7.79247665e-03	-1.80038410e-05	7.76707930e-04	5.48345146e-03	-1.38447064e-03	
1.237529717111641	-4.45796046e-02	-2.09252665e-03	4.54462613e-02	0	0	0	-3.37478158e-04	-1.51959967e-02	9.84104463e-04	-1.00239055e-02	4.40108100e+00	-2.56627043e-03	-1.31724821e-02	1.71353220e-05	2.99276111e-03	1.68006062e-02	-2.03757306e-03	
-3.7641235358698446	-2.32252050e-03	-1.42022332e-04	1.10683221e-03	-3.52716357e-05	-2.78474130e-04	0	8.22096741e-03	6.55521829e-03	-1.06009988e-02	1.37440649e-03	-1.27616265e+00	-8.04174520e-03	-3.01889116e-02	7.28874581e-05	-1.39856321e-03	-4.70261368e-03	5.29475252e-03	
-5.348794509726183	-5.90501176e-04	3.06069678e-05	9.36723007e-05	1.13698833e-03	2.28754426e-04	0	7.78065257e-03	-1.01533425e-02	8.06099472e-03	-6.77797431e-03	-5.48746534e+00	-9.49293269e-03	-2.46317434e-02	4.94492339e-05	1.49068238e-03	7.71029278e-03	5.45295020e-03	
-10.270876626814227	3.98613749e-04	2.22597776e-04	-1.11165279e-04	-4.02359560e-04	-9.82849877e-04	3.03744712e-03	1.49577980e-02	2.86913488e-02	4.30699248e-02	3.30077348e-02	3.87762791e+00	-2.14293338e-03	-3.78345877e-02	-1.08072559e-04	-6.38178119e-03	-1.23441418e-02	7.16352489e-03	
-18.155769092507594	1.49032356e-04	-3.57055658e-05	1.01660270e-04	-2.11055816e-03	-7.61720349e-04	0	8.56481238e-03	1.38130897e-02	0	8.68607891e-02	2.09573436e+01	4.22360411e-03	-4.11049163e-02	-2.08914983e-04	-4.44941193e-03	-2.06290620e-02	1.73341530e-02	
-10.008828240604869	-1.80220122e-04	-7.32944394e-05	2.35528690e-04	-3.78037163e-03	-2.87153320e-03	0	3.75930834e-03	3.74875943e-02	0	2.39305671e-02	1.86979629e+01	-2.25478732e-02	-9.48828714e-02	-3.00821572e-04	-6.01721238e-03	-3.70162585e-02	1.20513576e-02	
-0.3229055699224179	6.49486872e-04	3.49538901e-04	-2.40768637e-04	0	5.68437963e-04	0	2.13772227e-03	-5.05181827e-03	0	4.16593846e-02	-9.08813439e+00	-1.21277530e-02	0	3.84913056e-04	2.39893769e-03	-1.07120843e-02	1.45992855e-03	
6.245689831257095	-1.95009708e-04	-1.20118563e-04	1.56034606e-04	2.36264987e-03	1.09929741e-03	-4.07075795e-04	-2.18868842e-02	-6.04193860e-02	0	-5.25530210e-03	-6.52989544e+00	-8.17685119e-03	-1.98744895e-02	1.45569752e-04	1.55851081e-02	3.37981194e-02	-6.64919487e-03	
4.273644449372121	5.28495727e-04	9.12713937e-04	-9.59234071e-04	2.63675593e-03	2.76215562e-03	-1.83870005e-04	2.79864965e-02	-5.91746945e-02	0	-3.65377848e-02	-3.59031267e+00	2.11232921e-02	0	-1.35512650e-03	2.12433837e-02	5.93029726e-02	-7.51208765e-03	
4.0490803001968345	3.61291124e-04	2.44514443e-04	-2.98187590e-04	0	-9.34984982e-05	0	-1.17787857e-02	2.12784561e-02	1.10801253e-02	-5.30548186e-02	9.99400358e-01	7.70058575e-03	0	-1.98154214e-03	-5.22620137e-03	-9.84515230e-03	-3.27255637e-03	
5.875566271812602	0.00116817	0.00125446	-0.00210078	0	0.00142049	0	0.01221081	-0.06834913	0	-0.00740206	-0.00994147	0.01824679	0.04485934	-0.00058249	0.02206153	0.07477737	-0.00850057	
-1.2197914929910714	0	5.39188977e-04	-7.16239488e-04	0	9.94332772e-04	-1.29723014e-03	2.96387837e-02	-5.03593654e-02	0	3.40715389e-02	8.94212438e+00	-1.99683836e-02	0	1.82304180e-04	1.19592402e-02	5.77225201e-02	-1.03098350e-03	
0.0579492171667233	-5.45455834e-03	-1.71457378e-03	4.95625781e-03	6.32645699e-03	2.28409716e-03	-6.92792417e-03	-7.18703105e-03	-3.19175153e-02	0	-3.33183627e-02	-8.01138498e+00	-4.19333581e-02	3.81392007e-02	4.07012008e-04	9.75367810e-03	1.75053393e-02	9.29693025e-04	
-6.493589169213871	2.84485918e-02	4.27662279e-03	-2.76942766e-02	-4.14770877e-02	-5.21004851e-03	3.00908968e-02	6.60700747e-03	-6.95011904e-04	-1.92601384e-02	-1.69753517e-02	1.94907345e+00	-8.52751562e-02	6.85874587e-02	9.89870641e-04	-1.96275412e-03	-4.05722931e-02	9.68552382e-03	
-5.707539434952532	0	0	0	0	0	0	2.17466857e-02	-2.67666599e-02	1.13144475e-02	-9.55620935e-02	1.30742408e+01	-7.05171793e-02	7.03974995e-02	6.23656432e-04	3.65641994e-03	-4.29706221e-02	4.23869643e-03	
-25.168608967448137	0	0	0	0	0	0	4.14573414e-03	-4.39524194e-02	8.00989442e-03	2.44658852e-02	1.99539596e+01	-2.13069067e-02	3.84217414e-02	-3.15848165e-04	7.64291839e-03	1.40144707e-02	2.20020918e-02	
-13.303308820144151	0	0	0	0	0	0	5.19298645e-03	-5.49753090e-02	1.73087333e-03	-1.99316973e-01	3.52383915e+00	-1.83246302e-02	1.37856567e-02	3.29645204e-04	1.03778346e-02	3.98881652e-02	1.21617619e-02	
-11.708701135458048	0	0	0	0	0	0	2.92463028e-03	-1.16778045e-02	5.92746968e-04	-1.81269001e-01	-2.21394053e+00	1.53965314e-02	1.09222679e-02	-1.94679971e-04	2.29202333e-03	4.28289563e-03	1.21408568e-02	
-1.7392905281922433	0	0	0	0	0	0	3.55687855e-03	-2.99011744e-02	5.09215291e-04	-1.54869561e-01	8.32903490e-01	-5.22657291e-03	-1.20007878e-03	-5.54861265e-05	5.50433410e-03	2.05079226e-02	1.42566447e-03	
-1.2567157352313112	0	0	0	0	0	0	-1.75870514e-03	-8.80305009e-04	2.39699203e-03	-2.13507836e-02	3.41512050e+00	1.24707724e-03	-3.62868621e-03	-1.34557204e-04	1.77045202e-04	-1.03461259e-03	7.47775268e-04	
-0.010097451152768305	0	0	0	0	0	0	-1.58411838e-03	-2.74294866e-03	2.01121325e-03	-1.41401054e-02	2.03577720e+00	3.33055437e-03	3.59553341e-04	-5.06628103e-05	6.17346694e-04	9.04191639e-04	-3.76476416e-04	
0.24777482782826088	0	0	0	0	0	0	9.37110061e-04	-5.32053964e-04	1.27571676e-03	1.85432999e-03	3.24859507e-01	9.87892397e-04	-6.25722578e-03	-1.70199387e-05	4.02696790e-04	6.12928558e-04	-3.16189564e-04	
-0.33583728954548975	0	0	0	0	0	0	2.39495943e-04	-1.82749611e-03	8.40453219e-04	1.88546623e-02	1.04821755e+00	2.04980127e-03	-1.05878386e-02	-3.35478242e-05	5.53669873e-04	3.59223736e-03	1.96724743e-04	
1.0964705863131412	0	0	0	0	0	0	3.36961844e-04	-4.02339554e-03	1.22877288e-03	-1.94062889e-03	1.73403614e+00	2.50769090e-05	-7.79247665e-03	-1.80038410e-05	7.76707930e-04	5.48345146e-03	-1.38447064e-03	
1.237529717111641	-4.45796046e-02	-2.09252665e-03	4.54462613e-02	0	0	0	-3.37478158e-04	-1.51959967e-02	9.84104463e-04	-1.00239055e-02	4.40108100e+00	-2.56627043e-03	-1.31724821e-02	1.71353220e-05	2.99276111e-03	1.68006062e-02	-2.03757306e-03	
-3.7641235358698446	-2.32252050e-03	-1.42022332e-04	1.10683221e-03	-3.52716357e-05	-2.78474130e-04	0	8.22096741e-03	6.55521829e-03	-1.06009988e-02	1.37440649e-03	-1.27616265e+00	-8.04174520e-03	-3.01889116e-02	7.28874581e-05	-1.39856321e-03	-4.70261368e-03	5.29475252e-03	
-5.348794509726183	-5.90501176e-04	3.06069678e-05	9.36723007e-05	1.13698833e-03	2.28754426e-04	0	7.78065257e-03	-1.01533425e-02	8.06099472e-03	-6.77797431e-03	-5.48746534e+00	-9.49293269e-03	-2.46317434e-02	4.94492339e-05	1.49068238e-03	7.71029278e-03	5.45295020e-03	
-10.270876626814227	3.98613749e-04	2.22597776e-04	-1.11165279e-04	-4.02359560e-04	-9.82849877e-04	3.03744712e-03	1.49577980e-02	2.86913488e-02	4.30699248e-02	3.30077348e-02	3.87762791e+00	-2.14293338e-03	-3.78345877e-02	-1.08072559e-04	-6.38178119e-03	-1.23441418e-02	7.16352489e-03	
-18.155769092507594	1.49032356e-04	-3.57055658e-05	1.01660270e-04	-2.11055816e-03	-7.61720349e-04	0	8.56481238e-03	1.38130897e-02	0	8.68607891e-02	2.09573436e+01	4.22360411e-03	-4.11049163e-02	-2.08914983e-04	-4.44941193e-03	-2.06290620e-02	1.73341530e-02	
-10.008828240604869	-1.80220122e-04	-7.32944394e-05	2.35528690e-04	-3.78037163e-03	-2.87153320e-03	0	3.75930834e-03	3.74875943e-02	0	2.39305671e-02	1.86979629e+01	-2.25478732e-02	-9.48828714e-02	-3.00821572e-04	-6.01721238e-03	-3.70162585e-02	1.20513576e-02	
-0.3229055699224179	6.49486872e-04	3.49538901e-04	-2.40768637e-04	0	5.68437963e-04	0	2.13772227e-03	-5.05181827e-03	0	4.16593846e-02	-9.08813439e+00	-1.21277530e-02	0	3.84913056e-04	2.39893769e-03	-1.07120843e-02	1.45992855e-03	
6.245689831257095	-1.95009708e-04	-1.20118563e-04	1.56034606e-04	2.36264987e-03	1.09929741e-03	-4.07075795e-04	-2.18868842e-02	-6.04193860e-02	0	-5.25530210e-03	-6.52989544e+00	-8.17685119e-03	-1.98744895e-02	1.45569752e-04	1.55851081e-02	3.37981194e-02	-6.64919487e-03	
4.273644449372121	5.28495727e-04	9.12713937e-04	-9.59234071e-04	2.63675593e-03	2.76215562e-03	-1.83870005e-04	2.79864965e-02	-5.91746945e-02	0	-3.65377848e-02	-3.59031267e+00	2.11232921e-02	0	-1.35512650e-03	2.12433837e-02	5.93029726e-02	-7.51208765e-03	
4.0490803001968345	3.61291124e-04	2.44514443e-04	-2.98187590e-04	0	-9.34984982e-05	0	-1.17787857e-02	2.12784561e-02	1.10801253e-02	-5.30548186e-02	9.99400358e-01	7.70058575e-03	0	-1.98154214e-03	-5.22620137e-03	-9.84515230e-03	-3.27255637e-03	
5.875566271812602	0.00116817	0.00125446	-0.00210078	0	0.00142049	0	0.01221081	-0.06834913	0	-0.00740206	-0.00994147	0.01824679	0.04485934	-0.00058249	0.02206153	0.07477737	-0.00850057	
-1.2197914929910714	0	5.39188977e-04	-7.16239488e-04	0	9.94332772e-04	-1.29723014e-03	2.96387837e-02	-5.03593654e-02	0	3.40715389e-02	8.94212438e+00	-1.99683836e-02	0	1.82304180e-04	1.19592402e-02	5.77225201e-02	-1.03098350e-03	
0.0579492171667233	-5.45455834e-03	-1.71457378e-03	4.95625781e-03	6.32645699e-03	2.28409716e-03	-6.92792417e-03	-7.18703105e-03	-3.19175153e-02	0	-3.33183627e-02	-8.01138498e+00	-4.19333581e-02	3.81392007e-02	4.07012008e-04	9.75367810e-03	1.75053393e-02	9.29693025e-04	
-6.493589169213871	2.84485918e-02	4.27662279e-03	-2.76942766e-02	-4.14770877e-02	-5.21004851e-03	3.00908968e-02	6.60700747e-03	-6.95011904e-04	-1.92601384e-02	-1.69753517e-02	1.94907345e+00	-8.52751562e-02	6.85874587e-02	9.89870641e-04	-1.96275412e-03	-4.05722931e-02	9.68552382e-03	
-5.707539434952532	0	0	0	0	0	0	2.17466857e-02	-2.67666599e-02	1.13144475e-02	-9.55620935e-02	1.30742408e+01	-7.05171793e-02	7.03974995e-02	6.23656432e-04	3.65641994e-03	-4.29706221e-02	4.23869643e-03	
-25.168608967448137	0	0	0	0	0	0	4.14573414e-03	-4.39524194e-02	8.00989442e-03	2.44658852e-02	1.99539596e+01	-2.13069067e-02	3.84217414e-02	-3.15848165e-04	7.64291839e-03	1.40144707e-02	2.20020918e-02	
-13.303308820144151	0	0	0	0	0	0	5.19298645e-03	-5.49753090e-02	1.73087333e-03	-1.99316973e-01	3.52383915e+00	-1.83246302e-02	1.37856567e-02	3.29645204e-04	1.03778346e-02	3.98881652e-02	1.21617619e-02	
-11.708701135458048	0	0	0	0	0	0	2.92463028e-03	-1.16778045e-02	5.92746968e-04	-1.81269001e-01	-2.21394053e+00	1.53965314e-02	1.09222679e-02	-1.94679971e-04	2.29202333e-03	4.28289563e-03	1.21408568e-02	
-1.7392905281922433	0	0	0	0	0	0	3.55687855e-03	-2.99011744e-02	5.09215291e-04	-1.54869561e-01	8.32903490e-01	-5.22657291e-03	-1.20007878e-03	-5.54861265e-05	5.50433410e-03	2.05079226e-02	1.42566447e-03	
-1.2567157352313112	0	0	0	0	0	0	-1.75870514e-03	-8.80305009e-04	2.39699203e-03	-2.13507836e-02	3.41512050e+00	1.24707724e-03	-3.62868621e-03	-1.34557204e-04	1.77045202e-04	-1.03461259e-03	7.47775268e-04	
-0.010097451152768305	0	0	0	0	0	0	-1.58411838e-03	-2.74294866e-03	2.01121325e-03	-1.41401054e-02	2.03577720e+00	3.33055437e-03	3.59553341e-04	-5.06628103e-05	6.17346694e-04	9.04191639e-04	-3.76476416e-04	
0.24777482782826088	0	0	0	0	0	0	9.37110061e-04	-5.32053964e-04	1.27571676e-03	1.85432999e-03	3.24859507e-01	9.87892397e-04	-6.25722578e-03	-1.70199387e-05	4.02696790e-04	6.12928558e-04	-3.16189564e-04	
-0.33583728954548975	0	0	0	0	0	0	2.39495943e-04	-1.82749611e-03	8.40453219e-04	1.88546623e-02	1.04821755e+00	2.04980127e-03	-1.05878386e-02	-3.35478242e-05	5.53669873e-04	3.59223736e-03	1.96724743e-04	
1.0964705863131412	0	0	0	0	0	0	3.36961844e-04	-4.02339554e-03	1.22877288e-03	-1.94062889e-03	1.73403614e+00	2.50769090e-05	-7.79247665e-03	-1.80038410e-05	7.76707930e-04	5.48345146e-03	-1.38447064e-03	
1.237529717111641	-4.45796046e-02	-2.09252665e-03	4.54462613e-02	0	0	0	-3.37478158e-04	-1.51959967e-02	9.84104463e-04	-1.00239055e-02	4.40108100e+00	-2.56627043e-03	-1.31724821e-02	1.71353220e-05	2.99276111e-03	1.68006062e-02	-2.03757306e-03	
-3.7641235358698446	-2.32252050e-03	-1.42022332e-04	1.10683221e-03	-3.52716357e-05	-2.78474130e-04	0	8.22096741e-03	6.55521829e-03	-1.06009988e-02	1.37440649e-03	-1.27616265e+00	-8.04174520e-03	-3.01889116e-02	7.28874581e-05	-1.39856321e-03	-4.70261368e-03	5.29475252e-03	
-5.348794509726183	-5.90501176e-04	3.06069678e-05	9.36723007e-05	1.13698833e-03	2.28754426e-04	0	7.78065257e-03	-1.01533425e-02	8.06099472e-03	-6.77797431e-03	-5.48746534e+00	-9.49293269e-03	-2.46317434e-02	4.94492339e-05	1.49068238e-03	7.71029278e-03	5.45295020e-03	
-10.270876626814227	3.98613749e-04	2.22597776e-04	-1.11165279e-04	-4.02359560e-04	-9.82849877e-04	3.03744712e-03	1.49577980e-02	2.86913488e-02	4.30699248e-02	3.30077348e-02	3.87762791e+00	-2.14293338e-03	-3.78345877e-02	-1.08072559e-04	-6.38178119e-03	-1.23441418e-02	7.16352489e-03	
-18.155769092507594	1.49032356e-04	-3.57055658e-05	1.01660270e-04	-2.11055816e-03	-7.61720349e-04	0	8.56481238e-03	1.38130897e-02	0	8.68607891e-02	2.09573436e+01	4.22360411e-03	-4.11049163e-02	-2.08914983e-04	-4.44941193e-03	-2.06290620e-02	1.73341530e-02	
-10.008828240604869	-1.80220122e-04	-7.32944394e-05	2.35528690e-04	-3.78037163e-03	-2.87153320e-03	0	3.75930834e-03	3.74875943e-02	0	2.39305671e-02	1.86979629e+01	-2.25478732e-02	-9.48828714e-02	-3.00821572e-04	-6.01721238e-03	-3.70162585e-02	1.20513576e-02	
-0.3229055699224179	6.49486872e-04	3.49538901e-04	-2.40768637e-04	0	5.68437963e-04	0	2.13772227e-03	-5.05181827e-03	0	4.16593846e-02	-9.08813439e+00	-1.21277530e-02	0	3.84913056e-04	2.39893769e-03	-1.07120843e-02	1.45992855e-03	
6.245689831257095	-1.95009708e-04	-1.20118563e-04	1.56034606e-04	2.36264987e-03	1.09929741e-03	-4.07075795e-04	-2.18868842e-02	-6.04193860e-02	0	-5.25530210e-03	-6.52989544e+00	-8.17685119e-03	-1.98744895e-02	1.45569752e-04	1.55851081e-02	3.37981194e-02	-6.64919487e-03	
4.273644449372121	5.28495727e-04	9.12713937e-04	-9.59234071e-04	2.63675593e-03	2.76215562e-03	-1.83870005e-04	2.79864965e-02	-5.91746945e-02	0	-3.65377848e-02	-3.59031267e+00	2.11232921e-02	0	-1.35512650e-03	2.12433837e-02	5.93029726e-02	-7.51208765e-03	
4.0490803001968345	3.61291124e-04	2.44514443e-04	-2.98187590e-04	0	-9.34984982e-05	0	-1.17787857e-02	2.12784561e-02	1.10801253e-02	-5.30548186e-02	9.99400358e-01	7.70058575e-03	0	-1.98154214e-03	-5.22620137e-03	-9.84515230e-03	-3.27255637e-03	
5.875566271812602	0.00116817	0.00125446	-0.00210078	0	0.00142049	0	0.01221081	-0.06834913	0	-0.00740206	-0.00994147	0.01824679	0.04485934	-0.00058249	0.02206153	0.07477737	-0.00850057	
-1.2197914929910714	0	5.39188977e-04	-7.16239488e-04	0	9.94332772e-04	-1.29723014e-03	2.96387837e-02	-5.03593654e-02	0	3.40715389e-02	8.94212438e+00	-1.99683836e-02	0	1.82304180e-04	1.19592402e-02	5.77225201e-02	-1.03098350e-03	
0.0579492171667233	-5.45455834e-03	-1.71457378e-03	4.95625781e-03	6.32645699e-03	2.28409716e-03	-6.92792417e-03	-7.18703105e-03	-3.19175153e-02	0	-3.33183627e-02	-8.01138498e+00	-4.19333581e-02	3.81392007e-02	4.07012008e-04	9.75367810e-03	1.75053393e-02	9.29693025e-04	
-6.493589169213871	2.84485918e-02	4.27662279e-03	-2.76942766e-02	-4.14770877e-02	-5.21004851e-03	3.00908968e-02	6.60700747e-03	-6.95011904e-04	-1.92601384e-02	-1.69753517e-02	1.94907345e+00	-8.52751562e-02	6.85874587e-02	9.89870641e-04	-1.96275412e-03	-4.05722931e-02	9.68552382e-03	
-5.707539434952532	0	0	0	0	0	0	2.17466857e-02	-2.67666599e-02	1.13144475e-02	-9.55620935e-02	1.30742408e+01	-7.05171793e-02	7.03974995e-02	6.23656432e-04	3.65641994e-03	-4.29706221e-02	4.23869643e-03	
-25.168608967448137	0	0	0	0	0	0	4.14573414e-03	-4.39524194e-02	8.00989442e-03	2.44658852e-02	1.99539596e+01	-2.13069067e-02	3.84217414e-02	-3.15848165e-04	7.64291839e-03	1.40144707e-02	2.20020918e-02	
-13.303308820144151	0	0	0	0	0	0	5.19298645e-03	-5.49753090e-02	1.73087333e-03	-1.99316973e-01	3.52383915e+00	-1.83246302e-02	1.37856567e-02	3.29645204e-04	1.03778346e-02	3.98881652e-02	1.21617619e-02	
-11.708701135458048	0	0	0	0	0	0	2.92463028e-03	-1.16778045e-02	5.92746968e-04	-1.81269001e-01	-2.21394053e+00	1.53965314e-02	1.09222679e-02	-1.94679971e-04	2.29202333e-03	4.28289563e-03	1.21408568e-02	
-1.7392905281922433	0	0	0	0	0	0	3.55687855e-03	-2.99011744e-02	5.09215291e-04	-1.54869561e-01	8.32903490e-01	-5.22657291e-03	-1.20007878e-03	-5.54861265e-05	5.50433410e-03	2.05079226e-02	1.42566447e-03	
